Date,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],Memory usage [GB],Memory capacity provisioned [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],Label,Memory usage [KB],Count
11/17/2012,4,11703.99824,60.47065757,1.2526976,67108864,0,6.4,0,1.133333333,0,1252697.6,1
11/18/2012,4,11703.99824,66.32265669,0,67108864,0,0.333333333,0,1,0,0,1
11/19/2012,4,11703.99824,62.42132395,0,67108864,0,0.6,0,1,0,0,1
11/20/2012,4,11703.99824,64.37199032,0,67108864,0,0.4,0,1,0,0,1
11/21/2012,4,11703.99824,64.37199032,0,67108864,0,0.466666667,0,1,0,0,1
11/22/2012,4,11703.99824,66.32265669,0,67108864,0,0.466666667,0,1,0,0,1
11/23/2012,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
11/24/2012,4,11703.99824,70.22398944,0.1342176,67108864,0,0.333333333,0,1,0,134217.6,1
11/25/2012,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
11/26/2012,4,11703.99824,74.12532219,0,67108864,0,0.466666667,0,1,0,0,1
11/27/2012,4,11703.99824,76.07598856,0,67108864,0,0.933333333,0,1,0,0,1
11/28/2012,4,11703.99824,93.63198592,0,67108864,0,3.866666667,0,1,0,0,1
11/29/2012,4,11703.99824,76.07598856,0,67108864,0,0.333333333,0,1,0,0,1
11/30/2012,4,11703.99824,76.07598856,0,67108864,0,1.333333333,0,1,0,0,1
12/1/2012,4,11703.99824,78.02665493,0,67108864,0,0.533333333,0,1,0,0,1
12/2/2012,4,11703.99824,72.17465581,0.1342176,67108864,0,0.4,0,1,0,134217.6,1
12/3/2012,4,11703.99824,72.17465581,0,67108864,0,0.466666667,0,1,0,0,1
12/4/2012,4,11703.99824,79.97732131,0,67108864,0,0.666666667,0,1,0,0,1
12/5/2012,4,11703.99824,78.02665493,0,67108864,0,0.666666667,0,1,0,0,1
12/6/2012,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
12/7/2012,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
12/8/2012,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
12/9/2012,4,11703.99824,72.17465581,0,67108864,0,1,0.066666667,1.066666667,0,0,1
12/10/2012,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
12/11/2012,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
12/12/2012,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,0.933333333,0,0,1
12/13/2012,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
12/14/2012,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
12/15/2012,4,11703.99824,76.07598856,0.4921312,67108864,0,1.2,0,1,0,492131.2,1
12/16/2012,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
12/17/2012,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
12/18/2012,4,11703.99824,78.02665493,0,67108864,0,0.733333333,0,1,0,0,1
12/19/2012,4,11703.99824,79.97732131,0.5368704,67108864,0,0.8,0,1,0,536870.4,1
12/20/2012,4,11703.99824,74.12532219,0,67108864,0,0.533333333,0,1,0,0,1
12/21/2012,4,11703.99824,70.22398944,0,67108864,0,0.466666667,0,1,0,0,1
12/22/2012,4,11703.99824,72.17465581,0,67108864,0,1.066666667,0,1.066666667,0,0,1
12/23/2012,4,11703.99824,79.97732131,0,67108864,0,0.333333333,0,1,0,0,1
12/24/2012,4,11703.99824,58.5199912,0,67108864,0,0.533333333,0,1,0,0,1
12/25/2012,4,11703.99824,64.37199032,0,67108864,0,0.333333333,0,1,0,0,1
12/26/2012,4,11703.99824,60.47065757,0,67108864,0,0.333333333,0,1,0,0,1
12/27/2012,4,11703.99824,79.97732131,0.3579136,67108864,0,0.4,0,1,0,357913.6,1
12/28/2012,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
12/29/2012,4,11703.99824,81.92798768,0,67108864,0,1.733333333,0,1,0,0,1
12/30/2012,4,11703.99824,70.22398944,0,67108864,0,2.066666667,0,1,0,0,1
12/31/2012,4,11703.99824,83.87865405,0,67108864,0,0.733333333,0,1,0,0,1
1/1/2013,4,11703.99824,68.27332307,0,67108864,0,0.6,0,1,0,0,1
1/2/2013,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
1/3/2013,4,11703.99824,72.17465581,0,67108864,0,0.333333333,0,1,0,0,1
1/4/2013,4,11703.99824,83.87865405,0,67108864,0,0.333333333,0,1,0,0,1
1/5/2013,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
1/6/2013,4,11703.99824,68.27332307,0,67108864,0,0.333333333,0,1,0,0,1
1/7/2013,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
1/8/2013,4,11703.99824,83.87865405,0,67108864,0,0.866666667,0,1,0,0,1
1/9/2013,4,11703.99824,64.37199032,0,67108864,0,0.333333333,0,1,0,0,1
1/10/2013,4,11703.99824,74.12532219,0,67108864,0,0.8,0,1,0,0,1
1/11/2013,4,11703.99824,79.97732131,0,67108864,0,0.466666667,0,1,0,0,1
1/12/2013,4,11703.99824,78.02665493,0,67108864,0,0.666666667,0,1,0,0,1
1/13/2013,4,11703.99824,70.22398944,0,67108864,0,14.33333333,0,1,0,0,1
1/14/2013,4,11703.99824,79.97732131,0.2684352,67108864,0,0.666666667,0,1,0,268435.2,1
1/15/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
1/16/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
1/17/2013,4,11703.99824,70.22398944,0,67108864,32.66666667,4.6,0,1,0,0,1
1/18/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
1/19/2013,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
1/20/2013,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
1/21/2013,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
1/22/2013,4,11703.99824,68.27332307,0,67108864,0,0.933333333,0.066666667,1.066666667,0,0,1
1/23/2013,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,0.933333333,0,0,1
1/24/2013,4,11703.99824,85.82932043,0,67108864,0,1.333333333,0,1.066666667,0,0,1
1/25/2013,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
1/26/2013,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
1/27/2013,4,11703.99824,60.47065757,0,67108864,0,0.6,0,0.933333333,0,0,1
1/28/2013,4,11703.99824,58.5199912,0,67108864,0,0.666666667,0,1,0,0,1
1/29/2013,4,11703.99824,60.47065757,0,67108864,0,1,0,1.066666667,0,0,1
1/30/2013,4,11703.99824,64.37199032,0,67108864,0,0.933333333,0,1,0,0,1
1/31/2013,4,11703.99824,60.47065757,0,67108864,0,0.666666667,0,1,0,0,1
2/1/2013,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
2/2/2013,4,11703.99824,76.07598856,0,67108864,0,0.8,0,0.933333333,0,0,1
2/3/2013,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
2/4/2013,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
2/5/2013,4,11703.99824,64.37199032,0,67108864,0,1.133333333,0,1.066666667,0,0,1
2/6/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
2/7/2013,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
2/8/2013,4,11703.99824,66.32265669,0,67108864,0,0.6,0,1,0,0,1
2/9/2013,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
2/10/2013,4,11703.99824,78.02665493,0,67108864,0,0.6,0,1,0,0,1
2/11/2013,4,11703.99824,78.02665493,0,67108864,0,0.6,0,1,0,0,1
2/12/2013,4,11703.99824,70.22398944,0.1342176,67108864,0,0.6,0,0.933333333,0,134217.6,1
2/13/2013,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
2/14/2013,4,11703.99824,76.07598856,0,67108864,0,0.6,0,1,0,0,1
2/15/2013,4,11703.99824,62.42132395,0,67108864,0,0.6,0,1,0,0,1
2/16/2013,4,11703.99824,76.07598856,0,67108864,0,0.4,0,1,0,0,1
2/17/2013,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
2/18/2013,4,11703.99824,62.42132395,0.3131744,67108864,0,0.666666667,0,1,0,313174.4,1
2/19/2013,4,11703.99824,70.22398944,0,67108864,0,0.6,0,1,0,0,1
2/20/2013,4,11703.99824,81.92798768,0,67108864,0,0.733333333,0,1,0,0,1
2/21/2013,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
2/22/2013,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
2/23/2013,4,11703.99824,70.22398944,0,67108864,0,0.6,0,1,0,0,1
2/24/2013,4,11703.99824,83.87865405,0,67108864,0,0.6,0,1,0,0,1
2/25/2013,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
2/26/2013,4,11703.99824,66.32265669,0,67108864,0,0.533333333,0,1,0,0,1
2/27/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
2/28/2013,4,11703.99824,64.37199032,0,67108864,0,0.6,0,1,0,0,1
3/1/2013,4,11703.99824,64.37199032,0,67108864,0,0.6,0,1,0,0,1
3/2/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
3/3/2013,4,11703.99824,78.02665493,0,67108864,0,0.666666667,0,1,0,0,1
3/4/2013,4,11703.99824,72.17465581,0,67108864,0,1,0,1,0,0,1
3/5/2013,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
3/6/2013,4,11703.99824,83.87865405,0,67108864,0,14.8,0,1,0,0,1
3/7/2013,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
3/8/2013,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
3/9/2013,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
3/10/2013,4,11703.99824,134.5959798,2.0580032,67108864,0,6.733333333,0,1,1,2058003.2,1
3/11/2013,4,11703.99824,72.17465581,0.223696,67108864,0,0.733333333,0,1,0,223696,1
3/12/2013,4,11703.99824,72.17465581,0,67108864,0,0.533333333,0,1.133333333,0,0,1
3/13/2013,4,11703.99824,66.32265669,0,67108864,0,0.533333333,0,1,0,0,1
3/14/2013,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
3/15/2013,4,11703.99824,74.12532219,0,67108864,0,0.533333333,0,1,0,0,1
3/16/2013,4,11703.99824,74.12532219,0,67108864,0,0.533333333,0,1,0,0,1
3/17/2013,4,11703.99824,66.32265669,0.2684352,67108864,0,0.6,0,1,0,268435.2,1
3/18/2013,4,11703.99824,66.32265669,0,67108864,0,0.6,0,0.933333333,0,0,1
3/19/2013,4,11703.99824,79.97732131,0,67108864,0,0.666666667,0,1,0,0,1
3/20/2013,4,11703.99824,64.37199032,0,67108864,0,1,0,1.066666667,0,0,1
3/21/2013,4,11703.99824,58.5199912,0.3579136,67108864,0,0.533333333,0,1,0,357913.6,1
3/22/2013,4,11703.99824,62.42132395,0,67108864,0,0.533333333,0,1,0,0,1
3/23/2013,4,11703.99824,60.47065757,0,67108864,0,0.533333333,0,1,0,0,1
3/24/2013,4,11703.99824,64.37199032,0.4921312,67108864,0,0.533333333,0,1,0,492131.2,1
3/25/2013,4,11703.99824,70.22398944,0,67108864,32.66666667,3.066666667,0,1,0,0,1
3/26/2013,4,11703.99824,64.37199032,0,67108864,0,0.466666667,0,1,0,0,1
3/27/2013,4,11703.99824,66.32265669,0,67108864,0,0.6,0,1,0,0,1
3/28/2013,4,11703.99824,70.22398944,0,67108864,0,0.6,0,1,0,0,1
3/29/2013,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
3/30/2013,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,0.933333333,0,0,1
3/31/2013,4,11703.99824,66.32265669,0.2684352,67108864,0,0.666666667,0,1,0,268435.2,1
4/1/2013,4,11703.99824,74.12532219,0,67108864,0,0.733333333,0,1,0,0,1
4/2/2013,4,11703.99824,70.22398944,0,67108864,0,0.6,0,1,0,0,1
4/3/2013,4,11703.99824,70.22398944,0,67108864,0,0.6,0,1,0,0,1
4/4/2013,4,11703.99824,76.07598856,0,67108864,0,1.866666667,0,1.066666667,0,0,1
4/5/2013,4,11703.99824,83.87865405,0,67108864,0.066666667,1.066666667,0,1,0,0,1
4/6/2013,4,11703.99824,83.87865405,0,67108864,0,0.6,0,1,0,0,1
4/7/2013,4,11703.99824,83.87865405,0,67108864,0,1.066666667,0,1,0,0,1
4/8/2013,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
4/9/2013,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,0.933333333,0,0,1
4/10/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
4/11/2013,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,0.933333333,0,0,1
4/12/2013,4,11703.99824,72.17465581,0,67108864,0,0.533333333,0,1,0,0,1
4/13/2013,4,11703.99824,76.07598856,0,67108864,0,0.533333333,0,1,0,0,1
4/14/2013,4,11703.99824,74.12532219,0,67108864,0,0.533333333,0,1,0,0,1
4/15/2013,4,11703.99824,74.12532219,0,67108864,0,0.533333333,0,1,0,0,1
4/16/2013,4,11703.99824,79.97732131,0,67108864,0,0.533333333,0,1,0,0,1
4/17/2013,4,11703.99824,66.32265669,0,67108864,0,0.533333333,0,1,0,0,1
4/18/2013,4,11703.99824,74.12532219,0,67108864,0,0.533333333,0,1,0,0,1
4/19/2013,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
4/20/2013,4,11703.99824,72.17465581,0,67108864,0,0.533333333,0,1,0,0,1
4/21/2013,4,11703.99824,72.17465581,0,67108864,0,0.533333333,0,1,0,0,1
4/22/2013,4,11703.99824,68.27332307,0,67108864,0,0.466666667,0,1,0,0,1
4/23/2013,4,11703.99824,68.27332307,0,67108864,0,0.6,0,1,0,0,1
4/24/2013,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
4/25/2013,4,11703.99824,64.37199032,0,67108864,0,1.133333333,0,1,0,0,1
4/26/2013,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
4/27/2013,4,11703.99824,58.5199912,0,67108864,0,0.533333333,0,1,0,0,1
4/28/2013,4,11703.99824,74.12532219,0,67108864,0,0.933333333,0,1.066666667,0,0,1
4/29/2013,4,11703.99824,62.42132395,0,67108864,0,0.533333333,0,1,0,0,1
4/30/2013,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
5/1/2013,4,11703.99824,58.5199912,0,67108864,0,1.066666667,0,1.066666667,0,0,1
5/2/2013,4,11703.99824,72.17465581,0,67108864,0,0.533333333,0,1,0,0,1
5/3/2013,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
5/4/2013,4,11703.99824,64.37199032,0,67108864,0,0.8,0,1.066666667,0,0,1
5/5/2013,4,11703.99824,60.47065757,0,67108864,0,0.533333333,0,1,0,0,1
5/6/2013,4,11703.99824,83.87865405,0,67108864,0,0.533333333,0,1,0,0,1
5/7/2013,4,11703.99824,62.42132395,0,67108864,0,0.8,0,1,0,0,1
5/8/2013,4,11703.99824,70.22398944,0,67108864,0,1.066666667,0.066666667,1.066666667,0,0,1
5/9/2013,4,11703.99824,83.87865405,0,67108864,0,0.466666667,0,1,0,0,1
5/10/2013,4,11703.99824,146.299978,0.4026528,67108864,131.3333333,21.53333333,0,1.4,1,402652.8,1
5/11/2013,4,11703.99824,64.37199032,0.3131744,67108864,0,0.333333333,0,1,0,313174.4,1
5/12/2013,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
5/13/2013,4,11703.99824,68.27332307,0,67108864,0,0.333333333,0,1,0,0,1
5/14/2013,4,11703.99824,79.97732131,0.1342176,67108864,0,1.133333333,0,1.066666667,0,134217.6,1
5/15/2013,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
5/16/2013,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
5/17/2013,4,11703.99824,68.27332307,0,67108864,0,0.4,0,1,0,0,1
5/18/2013,4,11703.99824,81.92798768,0,67108864,0,0.4,0,1,0,0,1
5/19/2013,4,11703.99824,70.22398944,0,67108864,0,0.333333333,0,1,0,0,1
5/20/2013,4,11703.99824,76.07598856,0,67108864,0,0.333333333,0,1,0,0,1
5/21/2013,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
5/22/2013,4,11703.99824,81.92798768,0,67108864,0,0.4,0,1.066666667,0,0,1
5/23/2013,4,11703.99824,79.97732131,0,67108864,0,0.333333333,0,1,0,0,1
5/24/2013,4,11703.99824,76.07598856,0,67108864,0,0.333333333,0,1,0,0,1
5/25/2013,4,11703.99824,66.32265669,0.2684352,67108864,0,0.6,0,1,0,268435.2,1
5/26/2013,4,11703.99824,74.12532219,0,67108864,0,0.4,0,1,0,0,1
5/27/2013,4,11703.99824,64.37199032,0,67108864,0,0.333333333,0,1,0,0,1
5/28/2013,4,11703.99824,76.07598856,0,67108864,0,0.333333333,0,1,0,0,1
5/29/2013,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
5/30/2013,4,11703.99824,78.02665493,0,67108864,0,0.333333333,0,1,0,0,1
5/31/2013,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
6/1/2013,4,11703.99824,70.22398944,0,67108864,0,0.333333333,0,1,0,0,1
6/2/2013,4,11703.99824,66.32265669,0,67108864,0,0.6,0,1,0,0,1
6/3/2013,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
6/4/2013,4,11703.99824,58.5199912,0,67108864,0,0.466666667,0,1,0,0,1
6/5/2013,4,11703.99824,70.22398944,0,67108864,0,0.8,0,1,0,0,1
6/6/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
6/7/2013,4,11703.99824,68.27332307,0,67108864,0,0.6,0,1,0,0,1
6/8/2013,4,11703.99824,62.42132395,0,67108864,0,0.933333333,0,1,0,0,1
6/9/2013,4,11703.99824,60.47065757,0,67108864,0,0.666666667,0,1,0,0,1
6/10/2013,4,11703.99824,58.5199912,0,67108864,0,0.666666667,0,1,0,0,1
6/11/2013,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
6/12/2013,4,11703.99824,60.47065757,0,67108864,0,0.666666667,0,1,0,0,1
6/13/2013,4,11703.99824,70.22398944,0,67108864,0,1.266666667,0,1.066666667,0,0,1
6/14/2013,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
6/15/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
6/16/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
6/17/2013,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
6/18/2013,4,11703.99824,64.37199032,0.223696,67108864,0,0.666666667,0,1,0,223696,1
6/19/2013,4,11703.99824,83.87865405,0,67108864,0,0.666666667,0,1,0,0,1
6/20/2013,4,11703.99824,78.02665493,0,67108864,0,0.666666667,0,1,0,0,1
6/21/2013,4,11703.99824,85.82932043,0,67108864,0,0.666666667,0,1,0,0,1
6/22/2013,4,11703.99824,78.02665493,0,67108864,0,0.666666667,0,1,0,0,1
6/23/2013,4,11703.99824,76.07598856,0,67108864,0,1.333333333,0,1,0,0,1
6/24/2013,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
6/25/2013,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
6/26/2013,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
6/27/2013,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
6/28/2013,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
6/29/2013,4,11703.99824,72.17465581,0,67108864,0,1,0,1,0,0,1
6/30/2013,4,11703.99824,78.02665493,0,67108864,0,0.666666667,0,1.066666667,0,0,1
7/1/2013,4,11703.99824,66.32265669,0,67108864,0,0.533333333,0,1,0,0,1
7/2/2013,4,11703.99824,76.07598856,0.1342176,67108864,0,0.533333333,0,1,0,134217.6,1
7/3/2013,4,11703.99824,66.87998994,0,67108864,0,0.357142857,0,1,0,0,1
7/4/2013,4,11703.99824,81.92798768,0,67108864,0,0.333333333,0,1,0,0,1
7/5/2013,4,11703.99824,72.17465581,0.1342176,67108864,0,0.6,0,1,0,134217.6,1
7/6/2013,4,11703.99824,81.92798768,0,67108864,0,0.466666667,0,1,0,0,1
7/7/2013,4,11703.99824,74.12532219,0.223696,67108864,0,1.133333333,0,1,0,223696,1
7/8/2013,4,11703.99824,150.2013107,0.5368704,67108864,131.3333333,22.13333333,0,1.4,1,536870.4,1
7/9/2013,4,11703.99824,78.02665493,0,67108864,0,1.4,0,1,0,0,1
7/10/2013,4,11703.99824,74.12532219,0.2684352,67108864,0,1,0,1,0,268435.2,1
7/11/2013,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
7/12/2013,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
7/13/2013,4,11703.99824,66.32265669,0,67108864,0,0.933333333,0,1,0,0,1
7/14/2013,4,11703.99824,68.96998963,0,67108864,0,1.071428571,0,1.071428571,0,0,1
7/15/2013,4,11703.99824,60.47065757,0,67108864,0,0.933333333,0,1,0,0,1
7/16/2013,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
7/17/2013,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
7/18/2013,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
7/19/2013,4,11703.99824,60.47065757,0,67108864,0,0.666666667,0,1,0,0,1
7/20/2013,4,11703.99824,62.69999057,0,67108864,0,0.714285714,0,1,0,0,1
7/21/2013,4,11703.99824,64.37199032,0,67108864,0,1,0,1,0,0,1
7/22/2013,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
7/23/2013,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
7/24/2013,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
7/25/2013,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,0.933333333,0,0,1
7/26/2013,4,11703.99824,78.02665493,0.223696,67108864,0,0.8,0,1,0,223696,1
7/27/2013,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
7/28/2013,4,11703.99824,64.37199032,0.1342176,67108864,0,0.666666667,0,1,0,134217.6,1
7/29/2013,4,11703.99824,62.69999057,0,67108864,0,0.714285714,0,1,0,0,1
7/30/2013,4,11703.99824,71.05998931,0,67108864,0,0.714285714,0,1,0,0,1
7/31/2013,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
8/1/2013,4,11703.99824,83.59998743,0,67108864,0,0.857142857,0,1,0,0,1
8/2/2013,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,0.933333333,0,0,1
8/3/2013,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
8/4/2013,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
8/5/2013,4,11703.99824,79.97732131,0,67108864,0,0.666666667,0,1,0,0,1
8/6/2013,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,0.933333333,0,0,1
8/7/2013,4,11703.99824,79.97732131,0,67108864,0,0.666666667,0,1,0,0,1
8/8/2013,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
8/9/2013,4,11703.99824,74.12532219,0,67108864,0,0.933333333,0,1.066666667,0,0,1
8/10/2013,4,11703.99824,79.97732131,0,67108864,0,14.06666667,0,1,0,0,1
8/11/2013,4,11703.99824,76.07598856,0,67108864,0,0.933333333,0,1,0,0,1
8/12/2013,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
8/13/2013,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
8/14/2013,4,11703.99824,74.12532219,0,67108864,0,0.866666667,0,1,0,0,1
8/15/2013,4,11703.99824,74.12532219,0,67108864,0,0.733333333,0,1,0,0,1
8/16/2013,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
8/17/2013,4,11703.99824,72.17465581,0.1342176,67108864,0,0.6,0,1,0,134217.6,1
8/18/2013,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
8/19/2013,4,11703.99824,66.32265669,0,67108864,0,0.8,0,1,0,0,1
8/20/2013,4,11703.99824,58.5199912,0,67108864,0,0.6,0,1,0,0,1
8/21/2013,4,11703.99824,68.27332307,0,67108864,0,0.6,0,1,0,0,1
8/22/2013,4,11703.99824,72.17465581,0.1342176,67108864,0,0.6,0,0.933333333,0,134217.6,1
8/23/2013,4,11703.99824,79.97732131,0,67108864,0,0.666666667,0,1,0,0,1
8/24/2013,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,0.933333333,0,0,1
8/25/2013,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
8/26/2013,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
8/27/2013,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
8/28/2013,4,11703.99824,62.42132395,0,67108864,0,0.733333333,0,1,0,0,1
8/29/2013,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
8/30/2013,4,11703.99824,62.42132395,0,67108864,0,0.8,0,0.933333333,0,0,1
8/31/2013,4,11703.99824,76.07598856,0,67108864,0,0.533333333,0,1,0,0,1
9/1/2013,4,11703.99824,66.32265669,0,67108864,0,0.533333333,0,0.933333333,0,0,1
9/2/2013,4,11703.99824,79.97732131,0,67108864,0,0.533333333,0,1,0,0,1
9/3/2013,4,11703.99824,79.97732131,0.0894784,67108864,0,0.533333333,0,1,0,89478.4,1
9/4/2013,4,11703.99824,66.32265669,0,67108864,0,0.6,0,1,0,0,1
9/5/2013,4,11703.99824,74.12532219,0.223696,67108864,32.66666667,4,0,1,0,223696,1
9/6/2013,4,11703.99824,72.17465581,0,67108864,0,0.533333333,0,1,0,0,1
9/7/2013,4,11703.99824,83.87865405,0,67108864,0,0.6,0,1,0,0,1
9/8/2013,4,11703.99824,78.02665493,0,67108864,0,0.6,0,1,0,0,1
9/9/2013,4,11703.99824,78.02665493,0,67108864,0,0.933333333,0.066666667,1.066666667,0,0,1
9/10/2013,4,11703.99824,78.02665493,0,67108864,0,0.533333333,0,1,0,0,1
9/11/2013,4,11703.99824,74.12532219,0,67108864,0,0.533333333,0,1,0,0,1
9/12/2013,4,11703.99824,79.97732131,0,67108864,0,1,0,1,0,0,1
9/13/2013,4,11703.99824,78.02665493,0,67108864,0,0.533333333,0,1,0,0,1
9/14/2013,4,11703.99824,79.97732131,0,67108864,0,0.533333333,0,1,0,0,1
9/15/2013,4,11703.99824,74.12532219,0,67108864,0,0.8,0,1,0,0,1
